,,,,,,,,
,,,@trev_barry's tweets,Exported on 12 Mar 2018 - 3:13 PM (GMT-7) with http://www.twitonomy.com,,,,
23/04/2016 23:12:09,@trev_barry,Trevor Franklin,RT @FHSWW_2016: Should this Sunday be a cease-fire day? (Everyone still in will be safe),https://twitter.com/trev_barry/status/724013015423680513,Twitter for iPhone,Retweet (native),1.00,3.00
22/04/2016 11:48:22,@trev_barry,Trevor Franklin,RT @FHSWW_2016: UPDATE SCORE RECAP https://t.co/wyicsHhoui,https://twitter.com/trev_barry/status/723478548913217536,Twitter for iPhone,Retweet (native),3.00,7.00
21/04/2016 11:31:26,@trev_barry,Trevor Franklin,"What happened to ""getting me on Friday""? @cpwards36 https://t.co/7GQtVl27t0",https://twitter.com/trev_barry/status/723111899135676416,Twitter for iPhone,New,0.00,0.00
21/04/2016 11:19:03,@trev_barry,Trevor Franklin,@mariaashleyv @UofMSlaughter well ya see this was a warning......,https://twitter.com/trev_barry/status/723108782402899968,Twitter for iPhone,Reply (native),0.00,1.00
21/04/2016 01:41:41,@trev_barry,Trevor Franklin,"RT @jwoodco7: If you don't have the dignity to take an L, don't put yourself in a position to take one 👀",https://twitter.com/trev_barry/status/722963483365662720,Twitter for iPhone,Retweet (native),2.00,7.00
20/04/2016 12:07:16,@trev_barry,Trevor Franklin,I don't need at these 4/20 posts,https://twitter.com/trev_barry/status/722758530239971328,Twitter for iPhone,New,0.00,0.00
20/04/2016 11:58:56,@trev_barry,Trevor Franklin,"RT @lindy_doyle: Nice try😘 @dogetrev thanks for throwing water balloons at my car, it needed a wash😉this means war neighbor",https://twitter.com/trev_barry/status/722756433255731200,Twitter for iPhone,Retweet (native),1.00,9.00
20/04/2016 11:57:45,@trev_barry,Trevor Franklin,@lindy_doyle may the best neighbor win 🌚🌚,https://twitter.com/trev_barry/status/722756134445166592,Twitter for iPhone,Reply (native),1.00,2.00
20/04/2016 10:56:36,@trev_barry,Trevor Franklin,One down https://t.co/N8zu8SShEY,https://twitter.com/trev_barry/status/722740747850674176,Twitter for iPhone,New,0.00,1.00
18/04/2016 15:22:45,@trev_barry,Trevor Franklin,So sad. #EndCyBernBullying https://t.co/Sc1zZxmIGg,https://twitter.com/trev_barry/status/722082951111028737,Twitter for iPhone,New,1.00,3.00
18/04/2016 13:23:03,@trev_barry,Trevor Franklin,RT @cori_cat101: Just because it says 'free wifi' doesn't mean it's GOOD wifi,https://twitter.com/trev_barry/status/722052828206927872,Twitter for iPhone,Retweet (native),3.00,5.00
18/04/2016 01:06:37,@trev_barry,Trevor Franklin,"RT @FHSWW_2016: ONLY USE WATER. Colored water, beverages, or anything else will get you disqualified.",https://twitter.com/trev_barry/status/721867497721434112,Twitter for iPhone,Retweet (native),1.00,3.00
18/04/2016 01:05:42,@trev_barry,Trevor Franklin,@BrittanyNayh https://t.co/DeKvKvgBoG,https://twitter.com/trev_barry/status/721867266065833988,Twitter for iPhone,Reply (native),0.00,2.00
16/04/2016 14:55:25,@trev_barry,Trevor Franklin,RT @VancityReynolds: My daughter just sneezed into my yawning mouth. Seemed really fucking pleased with herself. Joke's on her. She'll have…,https://twitter.com/trev_barry/status/721351295504781312,Twitter for iPhone,Retweet (native),"99,630.00","213,571.00"
15/04/2016 17:14:58,@trev_barry,Trevor Franklin,Gross but I can't look away https://t.co/3I7NddV08Q,https://twitter.com/trev_barry/status/721024028367069186,Twitter for iPhone,New,0.00,3.00
15/04/2016 10:24:25,@trev_barry,Trevor Franklin,@kayla_hamiltonn oh thanks guys 🌚🌚,https://twitter.com/trev_barry/status/720920706175877120,Twitter for iPhone,Reply (native),0.00,2.00
14/04/2016 14:38:38,@trev_barry,Trevor Franklin,Happy birthday my boy @brendan_paul281!!! Hope 17 is the best https://t.co/v7jBAkpfjB,https://twitter.com/trev_barry/status/720622296445095936,Twitter for iPhone,New,1.00,4.00
14/04/2016 11:51:47,@trev_barry,Trevor Franklin,"RT @VancityReynolds: My hands are still growing back, but I'll be damned if I can't take care of my friend, @ambertamblyn https://t.co/KWDZ…",https://twitter.com/trev_barry/status/720580304717627392,Twitter for iPhone,Retweet (native),"6,648.00","26,908.00"
13/04/2016 19:57:38,@trev_barry,Trevor Franklin,"RT @CNN: Who will win this hometown battle? @BernieSanders and @HillaryClinton face off tomorrow night in the #DemDebate!
https://t.co/9mED…",https://twitter.com/trev_barry/status/720340185020547072,Twitter for iPhone,Retweet (native),918.00,"2,166.00"
11/04/2016 19:50:24,@trev_barry,Trevor Franklin,RT @MTV: Here's what Daisy Ridley can spill about Rey's #StarWars parents. https://t.co/tOenaJnrp9,https://twitter.com/trev_barry/status/719613588911091713,Twitter for iPhone,Retweet (native),"1,759.00","4,285.00"
09/04/2016 1:35:31,@trev_barry,Trevor Franklin,I just voted for an early #CaptainAmericaCivilWar screening in my city! #TeamCapScreening https://t.co/IcAxDyYneN,https://twitter.com/trev_barry/status/718613278948065280,Twitter for iPhone,New,0.00,0.00
03/04/2016 20:32:05,@trev_barry,Trevor Franklin,If this was in Batman v Superman... https://t.co/znc4fRzb9V,https://twitter.com/trev_barry/status/716724978121506816,Twitter for iPhone,New,1.00,1.00
01/04/2016 20:22:17,@trev_barry,Trevor Franklin,RT @Expherience: They're coming https://t.co/JP9Qnn5SEu,https://twitter.com/trev_barry/status/715997735942504451,Twitter for iPhone,Retweet (native),"1,282.00","1,725.00"
01/04/2016 16:49:55,@trev_barry,Trevor Franklin,"RT @MarkRuffalo: .@HillaryClinton Your ""safe and responsible"" fracking has brought us air and H2o contamination, earthquakes, bomb trains,…",https://twitter.com/trev_barry/status/715944290367700992,Twitter for iPhone,Retweet (native),"5,324.00","10,242.00"
01/04/2016 15:43:08,@trev_barry,Trevor Franklin,Nice 😂😂 https://t.co/aqiVLlCsnc,https://twitter.com/trev_barry/status/715927486538858497,Twitter for iPhone,New,0.00,0.00
01/04/2016 15:42:15,@trev_barry,Trevor Franklin,RT @avatarrishi: Not trusting anything today https://t.co/C3zUv6NcQx,https://twitter.com/trev_barry/status/715927264047841284,Twitter for iPhone,Retweet (native),1.00,2.00
31/03/2016 10:42:19,@trev_barry,Trevor Franklin,Guilty as charged.... https://t.co/LiIZ5q6R24,https://twitter.com/trev_barry/status/715489392702304259,Twitter for iPhone,New,0.00,5.00
31/03/2016 10:40:47,@trev_barry,Trevor Franklin,@KaiSchiefer @DepressedDarth always 😘😘😘😘,https://twitter.com/trev_barry/status/715489007275089922,Twitter for iPhone,New,0.00,0.00
30/03/2016 15:44:00,@trev_barry,Trevor Franklin,"RT @DepressedDarth: Who would you vote for?
Retweet for Rey
Like for Trump https://t.co/hLIqiJNsEr",https://twitter.com/trev_barry/status/715202926277443584,Twitter for iPhone,Retweet (native),"2,760.00",634.00
29/03/2016 12:44:25,@trev_barry,Trevor Franklin,"RT @FunnyWorIdStar: Trumped The Movie.

Coming soon to a theater near you.😂‼️
https://t.co/yfJtslQu0X",https://twitter.com/trev_barry/status/714795347403530240,Twitter for iPhone,Retweet (native),64.00,134.00
28/03/2016 11:17:34,@trev_barry,Trevor Franklin,@sean_mccann7 @mitchellkrass you are a dumbass,https://twitter.com/trev_barry/status/714411100943597569,Twitter for iPhone,Reply (native),0.00,3.00
24/03/2016 13:33:17,@trev_barry,Trevor Franklin,When your cat is tired of its owners shenanigans... https://t.co/WEapmjT7m3,https://twitter.com/trev_barry/status/712995703757402112,Twitter for iPhone,New,0.00,7.00
24/03/2016 13:26:40,@trev_barry,Trevor Franklin,@CosierAvery 🎉🎉🎉🎉🎉🎉🎉,https://twitter.com/trev_barry/status/712994039788920833,Twitter for iPhone,Reply (native),0.00,0.00
23/03/2016 00:45:39,@trev_barry,Trevor Franklin,RT @HoldThisBeer: Hold my beer while I take a shortcut in the mall https://t.co/Dt40sGOzjK,https://twitter.com/trev_barry/status/712440134675898368,Twitter for iPhone,Retweet (native),"17,839.00","21,420.00"
23/03/2016 00:41:22,@trev_barry,Trevor Franklin,"RT @DepressedDarth: Kanye tweeted ""I love you"" and got 15k retweets. That's just 3 words, now I'm going to try:

Use the Force",https://twitter.com/trev_barry/status/712439057683451904,Twitter for iPhone,Retweet (native),"1,645.00","1,432.00"
23/03/2016 00:03:41,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""Have you tried swimming?"" - https://t.co/QpmXMoGw20",https://twitter.com/trev_barry/status/712429574844452864,Twitter for iPhone,Retweet (native),8.00,22.00
22/03/2016 23:58:57,@trev_barry,Trevor Franklin,@jcizzleee lol don't tell my mom 😂😂,https://twitter.com/trev_barry/status/712428382244491264,Twitter for iPhone,Reply (native),0.00,1.00
22/03/2016 23:56:32,@trev_barry,Trevor Franklin,@bradleyemma98 oh my goddddd,https://twitter.com/trev_barry/status/712427776675020800,Twitter for iPhone,Reply (native),0.00,2.00
22/03/2016 10:43:41,@trev_barry,Trevor Franklin,@cpwards36 agreed. This 💩is too funny anyway,https://twitter.com/trev_barry/status/712228247489142784,Twitter for iPhone,Reply (native),0.00,1.00
22/03/2016 10:38:20,@trev_barry,Trevor Franklin,Cedrin has lost all chill 😂😂😂 https://t.co/iGmN0LLBDY,https://twitter.com/trev_barry/status/712226899515166721,Twitter for iPhone,New,0.00,3.00
21/03/2016 01:18:08,@trev_barry,Trevor Franklin,RT @Pen_Sand_Toast3: Aye go follow @FHSWW_2016 for water wars rules and updates this year! Get hype for water wars,https://twitter.com/trev_barry/status/711723534125551616,Twitter for iPhone,Retweet (native),3.00,6.00
21/03/2016 01:18:02,@trev_barry,Trevor Franklin,@BrittanyNayh yes,https://twitter.com/trev_barry/status/711723510293524480,Twitter for iPhone,Reply (native),0.00,1.00
18/03/2016 21:05:58,@trev_barry,Trevor Franklin,@Things4WhitePpl @jwoodco7 you just tweeted this lol l,https://twitter.com/trev_barry/status/710935299866628096,Twitter for iPhone,Reply (native),0.00,1.00
16/03/2016 10:42:22,@trev_barry,Trevor Franklin,RT @Phoenix_Swim: Celebrating a fantastic season https://t.co/XdHEIh21FQ,https://twitter.com/trev_barry/status/710053590811848704,Twitter for iPhone,Retweet (native),2.00,14.00
16/03/2016 02:21:14,@trev_barry,Trevor Franklin,"Whether we're facial tissue or a submerged statue, everything moves. What matters most is how well you move through the fire. 
-Drew Hansz",https://twitter.com/trev_barry/status/709927474319073280,Twitter for iPhone,New,0.00,13.00
14/03/2016 11:48:10,@trev_barry,Trevor Franklin,@jakew1375 this is you 😂😂😂,https://twitter.com/trev_barry/status/709345372573978625,Twitter for iPhone,New,0.00,0.00
13/03/2016 20:16:41,@trev_barry,Trevor Franklin,"RT @assthetics__: So much better than ""Damn Daniel"" 😭 https://t.co/qgB51AIz6L",https://twitter.com/trev_barry/status/709110956253519872,Twitter for iPhone,Retweet (native),"16,689.00","23,789.00"
10/03/2016 0:21:02,@trev_barry,Trevor Franklin,@brendan_paul281 @MicRighteous I know boo 😘😘,https://twitter.com/trev_barry/status/707722900221120516,Twitter for iPhone,Reply (native),0.00,0.00
09/03/2016 23:26:52,@trev_barry,Trevor Franklin,@brendan_paul281 @MicRighteous 😐😐😑😑,https://twitter.com/trev_barry/status/707709268544192512,Twitter for iPhone,Reply (native),0.00,0.00
09/03/2016 23:25:08,@trev_barry,Trevor Franklin,This disgusts me  https://t.co/ywkUlvqqeX,https://twitter.com/trev_barry/status/707708829945827328,Twitter for iPhone,New,0.00,7.00
09/03/2016 13:02:31,@trev_barry,Trevor Franklin,RT @thug_420_: SMART THUG https://t.co/NnVct9cP7m,https://twitter.com/trev_barry/status/707552142995922944,Twitter for iPhone,Retweet (native),"5,705.00","5,808.00"
07/03/2016 22:37:45,@trev_barry,Trevor Franklin,RT @AgentsofSHIELD: Let's finish this. Marvel's #AgentsofSHIELD returns TOMORROW at 9|8c on ABC. https://t.co/MJQETawuA9,https://twitter.com/trev_barry/status/706972131557421056,Twitter for iPhone,Retweet (native),"1,146.00","2,931.00"
04/03/2016 1:06:38,@trev_barry,Trevor Franklin,"RT @Phoenix_Swim: Congratulations, @sethf24 https://t.co/2q4siRYEX0",https://twitter.com/trev_barry/status/705560047724593153,Twitter for iPhone,Retweet (native),7.00,17.00
01/03/2016 16:58:45,@trev_barry,Trevor Franklin,RT @avatarrishi: This feels longer than 140 characters  https://t.co/jMsDGfPLIO,https://twitter.com/trev_barry/status/704712490580574208,Twitter for iPhone,Retweet (native),1.00,1.00
01/03/2016 14:42:08,@trev_barry,Trevor Franklin,Drew!!! 😂😂😂@brendan_paul281 @drew_hinckley @cpwards36 https://t.co/ICcQMGRDme,https://twitter.com/trev_barry/status/704678111389028353,Twitter for iPhone,New,2.00,8.00
29/02/2016 13:34:01,@trev_barry,Trevor Franklin,RT @GMA: WATCH: @BenAffleck snuck Matt Damon onto @jimmykimmel Live last night. 😂 #GMAOscars https://t.co/SIFqZWDVgo,https://twitter.com/trev_barry/status/704298579930849280,Twitter for iPhone,Retweet (native),254.00,615.00
29/02/2016 12:14:29,@trev_barry,Trevor Franklin,RT @ReutersTV: VERBATIM: DiCaprio wins Oscar at last https://t.co/emi0WCk6Pd https://t.co/vmRfUt671r,https://twitter.com/trev_barry/status/704278566293229568,Twitter for iPhone,Retweet (native),107.00,286.00
27/02/2016 04:45:46,@trev_barry,Trevor Franklin,RT @brendan_paul281: An amazing year has come to an end and it couldn't be any better. Glad we could send the seniors off on a good note. h…,https://twitter.com/trev_barry/status/703440864366841856,Twitter for iPhone,Retweet (native),8.00,71.00
27/02/2016 02:29:20,@trev_barry,Trevor Franklin,RT @Phoenix_Swim: 2016 OAA White Division League Champions! https://t.co/LqBm110eAT,https://twitter.com/trev_barry/status/703406531908337664,Twitter for iPhone,Retweet (native),11.00,22.00
27/02/2016 02:28:51,@trev_barry,Trevor Franklin,So proud of the five events we have going to states!!!! https://t.co/GqmGuU68vA,https://twitter.com/trev_barry/status/703406411804446721,Twitter for iPhone,New,0.00,4.00
26/02/2016 15:23:49,@trev_barry,Trevor Franklin,Water. Earth. Fire. And Air...... 😂😂😂 https://t.co/VEX9e66tuQ,https://twitter.com/trev_barry/status/703239050686242816,Twitter for iPhone,New,0.00,8.00
26/02/2016 12:56:32,@trev_barry,Trevor Franklin,RT @mitchellkrass: Feeling really left out rn because I'm the only one that not bald😭 #jk @sean_mccann7 @brendan_paul281 https://t.co/ppU6U…,https://twitter.com/trev_barry/status/703201985194037248,Twitter for iPhone,Retweet (native),3.00,5.00
26/02/2016 12:48:03,@trev_barry,Trevor Franklin,Can't wait to kick it at states with these boys. Those four years of hard work have paid off!!! #HitTheDeck https://t.co/26370SCoAn,https://twitter.com/trev_barry/status/703199850326835200,Twitter for iPhone,New,4.00,18.00
24/02/2016 21:04:57,@trev_barry,Trevor Franklin,Attention!!!! School is canceled Thursday!!! This is not a drill!!!! School is canceled!!!!!,https://twitter.com/trev_barry/status/702600120618110976,Twitter for iPhone,New,2.00,9.00
23/02/2016 16:55:08,@trev_barry,Trevor Franklin,Ready to be done with school.,https://twitter.com/trev_barry/status/702174865604927488,Twitter for iPhone,New,2.00,6.00
22/02/2016 23:11:18,@trev_barry,Trevor Franklin,RT @Things4WhitePpl: White vans,https://twitter.com/trev_barry/status/701907142517911554,Twitter for iPhone,Retweet (native),838.00,"1,940.00"
20/02/2016 22:48:11,@trev_barry,Trevor Franklin,RT @mackenziee519: @sean_mccann7 http://t.co/RuzNMOAdYT,https://twitter.com/trev_barry/status/701176550302097414,Twitter for iPhone,Retweet (native),4.00,26.00
16/02/2016 12:16:49,@trev_barry,Trevor Franklin,RT @JohnBoyega: First day on Star Wars 8 complete ! We must face them! Fight them!,https://twitter.com/trev_barry/status/699568112220315648,Twitter for iPhone,Retweet (native),"17,743.00","34,001.00"
14/02/2016 02:22:22,@trev_barry,Trevor Franklin,I dig you more than Facebook moms love minion memes.,https://twitter.com/trev_barry/status/698693735358558209,Twitter for iPhone,New,1.00,6.00
13/02/2016 16:36:07,@trev_barry,Trevor Franklin,"RT @StarWarsProblms: How to pilot a TIE fighter:

1) Take off.

2) Explode.",https://twitter.com/trev_barry/status/698546200690171904,Twitter for iPhone,Retweet (native),488.00,"1,054.00"
13/02/2016 03:49:54,@trev_barry,Trevor Franklin,RT @PoCBeauty: Michelle Obama. #BlackHistoryMonth https://t.co/0uPdnnNQQl,https://twitter.com/trev_barry/status/698353376430522368,Twitter for iPhone,Retweet (native),"2,582.00","2,954.00"
13/02/2016 02:10:09,@trev_barry,Trevor Franklin,When Jesus says prayer @cpwards36 https://t.co/R7EAml7pDm,https://twitter.com/trev_barry/status/698328273797976064,Twitter for iPhone,New,0.00,4.00
11/02/2016 13:07:44,@trev_barry,Trevor Franklin,RT @TheMeninist: Taking pancake flipping to another level https://t.co/vSltyAUI0k,https://twitter.com/trev_barry/status/697768986495315968,Twitter for iPhone,Retweet (native),320.00,502.00
10/02/2016 12:57:51,@trev_barry,Trevor Franklin,@BrittanyNayh @bradleyemma98 👀👌👀👌👀 good shit go౦ԁ sHit👌 thats ✔ some good👌👌shit right👌👌th 👌 ere👌👌👌 right✔there ✔✔if i do ƽaү so my selｆ 💯,https://twitter.com/trev_barry/status/697404110845440002,Twitter for iPhone,Reply (native),0.00,2.00
10/02/2016 12:50:48,@trev_barry,Trevor Franklin,@bradleyemma98 @BrittanyNayh 👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼🎃🎃🎃🎃🎃🎃🎃,https://twitter.com/trev_barry/status/697402333819486209,Twitter for iPhone,Reply (native),0.00,3.00
06/02/2016 23:27:11,@trev_barry,Trevor Franklin,"RT @neiltyson: “Look at that, you son of a bitch."" https://t.co/JyeiOV7lgv",https://twitter.com/trev_barry/status/696112936931237890,Twitter for iPhone,Retweet (native),"38,349.00","52,007.00"
06/02/2016 23:19:34,@trev_barry,Trevor Franklin,RT @Phoenix_Swim: Thanks to R Place Salon for hosting our hair bleaching night!  #PHXSwim https://t.co/4uPLdxx38X,https://twitter.com/trev_barry/status/696111016556503041,Twitter for iPhone,Retweet (native),5.00,9.00
04/02/2016 13:16:47,@trev_barry,Trevor Franklin,@AwkwardAsha @YOURClTY this isn't us though..??,https://twitter.com/trev_barry/status/695234548838326278,Twitter for iPhone,Reply (native),0.00,0.00
04/02/2016 13:03:19,@trev_barry,Trevor Franklin,@jakew1375 when you tweet this every morning. @Things4WhitePpl https://t.co/yBB8G7xi2b,https://twitter.com/trev_barry/status/695231159429685249,Twitter for iPhone,New,0.00,2.00
03/02/2016 15:38:29,@trev_barry,Trevor Franklin,RT @TheMeninist: Priceless 😂😂 https://t.co/fM8VUA9eDg,https://twitter.com/trev_barry/status/694907818349084672,Twitter for iPhone,Retweet (native),143.00,240.00
03/02/2016 12:59:17,@trev_barry,Trevor Franklin,RT @Chantelxxx_: 💀💀💀 and u know that foot be slamming hard  https://t.co/PCCACQysle,https://twitter.com/trev_barry/status/694867754629861376,Twitter for iPhone,Retweet (native),1.00,1.00
03/02/2016 2:10:15,@trev_barry,Trevor Franklin,RT @starwars: Congratulations to Daisy Ridley on her nomination for Favorite Actress! Vote by tweeting #VoteDaisyRidley &amp; #KCA https://t.co…,https://twitter.com/trev_barry/status/694704421402472448,Twitter for iPhone,Retweet (native),"2,894.00","7,617.00"
03/02/2016 1:56:39,@trev_barry,Trevor Franklin,I'm surprised that this person was let out of the house 😑😑 https://t.co/GDOhXWxfmE,https://twitter.com/trev_barry/status/694700999085309952,Twitter for iPhone,New,2.00,3.00
02/02/2016 13:45:54,@trev_barry,Trevor Franklin,@jakew1375 @Things4WhitePpl #stopwhiteppl2016,https://twitter.com/trev_barry/status/694517099859963904,Twitter for iPhone,Reply (native),0.00,2.00
02/02/2016 12:32:51,@trev_barry,Trevor Franklin,When she says you're the only one... https://t.co/lVssev3UWR,https://twitter.com/trev_barry/status/694498713947901952,Twitter for iPhone,New,1.00,21.00
02/02/2016 1:47:40,@trev_barry,Trevor Franklin,"RT @BadFatherHan: ""You think if you save the galaxy, Rey will go out with you? That's not how the force works!"" https://t.co/3r5CcM1D8d",https://twitter.com/trev_barry/status/694336349051187201,Twitter for iPhone,Retweet (native),242.00,937.00
01/02/2016 17:57:13,@trev_barry,Trevor Franklin,RT @TheOfficePosts: JIM'S BEST PRANK 😂😂 https://t.co/8Zv02XaBuP,https://twitter.com/trev_barry/status/694217957048737792,Twitter for iPhone,Retweet (native),"17,696.00","28,699.00"
01/02/2016 17:32:16,@trev_barry,Trevor Franklin,RT @CauseWereGuys: What song he listening to? https://t.co/MGdFvndRHD,https://twitter.com/trev_barry/status/694211679803064320,Twitter for iPhone,Retweet (native),"2,125.00","3,334.00"
01/02/2016 13:34:35,@trev_barry,Trevor Franklin,@RyanGraff1 true dat,https://twitter.com/trev_barry/status/694151861557944322,Twitter for iPhone,Reply (native),0.00,3.00
31/01/2016 06:28:24,@trev_barry,Trevor Franklin,RT @CauseWereGuys: How many stars on the American Flag 😂😩 https://t.co/ei1CY5QgI9,https://twitter.com/trev_barry/status/693682220624711680,Twitter for iPhone,Retweet (native),"2,492.00","2,904.00"
22/01/2016 14:14:42,@trev_barry,Trevor Franklin,💀💀💀💀 https://t.co/ZG94k7jQqq,https://twitter.com/trev_barry/status/690538080521035776,Twitter for iPhone,New,0.00,0.00
21/01/2016 14:18:22,@trev_barry,Trevor Franklin,I'm actually dying inside https://t.co/oMUcqwWBAM,https://twitter.com/trev_barry/status/690176613036736512,Twitter for iPhone,New,0.00,0.00
20/01/2016 23:27:42,@trev_barry,Trevor Franklin,RT @BadFatherHan: When you learn that Episode VIII has been delayed. https://t.co/T58e8dYmOW,https://twitter.com/trev_barry/status/689952473319116800,Twitter for iPhone,Retweet (native),408.00,"1,076.00"
20/01/2016 23:21:19,@trev_barry,Trevor Franklin,Just read that Star Wars episode 8 is being moved from May to December of 2017!!! I'm going to die!!!,https://twitter.com/trev_barry/status/689950865814347776,Twitter for iPhone,New,1.00,1.00
20/01/2016 12:49:22,@trev_barry,Trevor Franklin,RT @TheMeninist: Snoop Dogg's view on the Oscars https://t.co/ffl7IU5JhJ,https://twitter.com/trev_barry/status/689791830351806464,Twitter for iPhone,Retweet (native),61.00,122.00
19/01/2016 18:29:00,@trev_barry,Trevor Franklin,"When you text your crush and she hits you with the ""new fone who dis?"". https://t.co/j25u1ZSFZ0",https://twitter.com/trev_barry/status/689514911035166721,Twitter for iPhone,New,2.00,10.00
15/01/2016 13:58:38,@trev_barry,Trevor Franklin,RT @brendan_paul281: Squad up💯 #Phoenixbois https://t.co/34sY9OJYWT,https://twitter.com/trev_barry/status/687997320131129345,Twitter for iPhone,Retweet (native),1.00,4.00
15/01/2016 02:58:48,@trev_barry,Trevor Franklin,Congrats to another dub for the Phoenix!!! I'll miss you guys next year!!!!! (Tag anyone I missed) https://t.co/6YgA02NoWu,https://twitter.com/trev_barry/status/687831270080921601,Twitter for iPhone,New,3.00,13.00
14/01/2016 13:38:46,@trev_barry,Trevor Franklin,"RT @DudeDuper: Since I won I will be giving $1,000 to everyone who Retweets and Follows me https://t.co/lKgzA2vW5E",https://twitter.com/trev_barry/status/687629936111304704,Twitter for iPhone,Retweet (native),"51,428.00","18,722.00"
14/01/2016 00:33:32,@trev_barry,Trevor Franklin,RT @Phoenix_Swim: https://t.co/X8xxmhGp4Q,https://twitter.com/trev_barry/status/687432323743256581,Twitter for iPhone,Retweet (native),3.00,7.00
14/01/2016 00:32:30,@trev_barry,Trevor Franklin,"RT @brendan_paul281: We only accept dub's💯

https://t.co/LTvie2zBhv",https://twitter.com/trev_barry/status/687432062840745987,Twitter for iPhone,Retweet (native),3.00,7.00
13/01/2016 13:32:38,@trev_barry,Trevor Franklin,RT @MattrKing: a message from us guys 💕 https://t.co/WfeUTiXPzt,https://twitter.com/trev_barry/status/687266002753712128,Twitter for iPhone,Retweet (native),142.00,267.00
13/01/2016 13:31:11,@trev_barry,Trevor Franklin,😂😂😂😂 https://t.co/h7oO1Bep8b,https://twitter.com/trev_barry/status/687265636939087872,Twitter for iPhone,New,0.00,0.00
13/01/2016 13:28:03,@trev_barry,Trevor Franklin,@jakew1375 grind deez nuts,https://twitter.com/trev_barry/status/687264850809085955,Twitter for iPhone,Reply (native),0.00,0.00
13/01/2016 13:09:42,@trev_barry,Trevor Franklin,@bradleyemma98 cake,https://twitter.com/trev_barry/status/687260232817479680,Twitter for iPhone,Reply (native),0.00,3.00
13/01/2016 13:09:30,@trev_barry,Trevor Franklin,@jakew1375 you already tweeted that like yesterday,https://twitter.com/trev_barry/status/687260180661301248,Twitter for iPhone,Reply (native),0.00,2.00
12/01/2016 13:16:22,@trev_barry,Trevor Franklin,No snow day 😢😢 https://t.co/nlMu2Rc7M7,https://twitter.com/trev_barry/status/686899522979495937,Twitter for iPhone,New,1.00,1.00
11/01/2016 12:52:10,@trev_barry,Trevor Franklin,@dROP_Aquatics it's name is going to be Cosmo. I have decreed it,https://twitter.com/trev_barry/status/686531042199625728,Twitter for iPhone,Reply (native),0.00,7.00
09/01/2016 21:27:35,@trev_barry,Trevor Franklin,"@SMACKHighMI when you can spell, then get back to us.",https://twitter.com/trev_barry/status/685935978381504512,Twitter for iPhone,Reply (native),0.00,3.00
07/01/2016 12:57:45,@trev_barry,Trevor Franklin,RT @DepressedDarth: Retweet if you can't wait for the next Star Wars,https://twitter.com/trev_barry/status/685082896642736128,Twitter for iPhone,Retweet (native),"1,170.00",817.00
05/01/2016 17:57:40,@trev_barry,Trevor Franklin,@mitchellkrass @jakew1375 @drew_hinckley Drew is bæ,https://twitter.com/trev_barry/status/684433598590644224,Twitter for iPhone,Reply (native),0.00,0.00
05/01/2016 15:52:23,@trev_barry,Trevor Franklin,@mitchellkrass @jakew1375 @drew_hinckley 😂😂😂😂,https://twitter.com/trev_barry/status/684402067851579394,Twitter for iPhone,New,0.00,0.00
04/01/2016 17:49:40,@trev_barry,Trevor Franklin,#mcm2k16 guys @FoheyC @cpwards36 @strangeriley99 @jwoodco7 @jakew1375 @bradleyemma98 https://t.co/PZsJfmGbM2,https://twitter.com/trev_barry/status/684069197471694848,Twitter for iPhone,New,0.00,7.00
04/01/2016 14:24:03,@trev_barry,Trevor Franklin,RT @JohnBoyega: Traitor !!,https://twitter.com/trev_barry/status/684017453240827904,Twitter for iPhone,Retweet (native),"11,760.00","17,177.00"
03/01/2016 19:16:57,@trev_barry,Trevor Franklin,@caitlin_rcc @Chose__LJ 👏🏻👏🏻👏🏻 clap back,https://twitter.com/trev_barry/status/683728774492467201,Twitter for iPhone,Reply (native),0.00,1.00
03/01/2016 18:39:30,@trev_barry,Trevor Franklin,RT @CAPTAINKYLO: When you see FN-2187 betray The First Order: https://t.co/zheyyTYnpv,https://twitter.com/trev_barry/status/683719348930875392,Twitter for iPhone,Retweet (native),"2,508.00","2,894.00"
02/01/2016 3:11:18,@trev_barry,Trevor Franklin,Noooo!!! 💀💀💀 https://t.co/zTHwF7xvsE,https://twitter.com/trev_barry/status/683123371723350018,Twitter for iPhone,New,0.00,3.00
01/01/2016 14:18:00,@trev_barry,Trevor Franklin,"RT @Things4WhitePpl: Saying new year, new me",https://twitter.com/trev_barry/status/682928765064867840,Twitter for iPhone,Retweet (native),725.00,"1,399.00"
30/12/2015 20:43:42,@trev_barry,Trevor Franklin,My mom buys me noise canceling headphones for Christmas and then gets mad at me when I can't hear her yelling from across the house 🙂🙃🙂,https://twitter.com/trev_barry/status/682301053841371136,Twitter for iPhone,New,0.00,8.00
30/12/2015 18:27:08,@trev_barry,Trevor Franklin,RT @thug_420_: NEXT QUESTION...... https://t.co/5f6deSwznQ,https://twitter.com/trev_barry/status/682266687249485825,Twitter for iPhone,Retweet (native),"6,093.00","7,790.00"
